file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$CallbackArguments$Starting,innerclass,5,5,0,5,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,0,11,0,0,0,0,0,0,0,1,0,2,0,1,0,0,8,9,0
E:\FYP_Project\temp_batch\File_719.java,org.junit.tests.listening.RunnerTest,class,9,9,0,9,3,3,0,4,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,3,48,0,0,0,0,0,0,2,7,0,7,0,1,4,0,20,1,0
E:\FYP_Project\temp_batch\File_2190.java,TestStatus,enum,0,1,1,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0
E:\FYP_Project\temp_batch\File_2190.java,AbstractStopwatchTest$Anonymous2,anonymous,2,2,0,2,4,1,0,1,6,0.0,0.0,0.0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,3,4,0,0,0,0,0,0,14,-1,0
E:\FYP_Project\temp_batch\File_2190.java,AbstractStopwatchTest$Anonymous3,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
E:\FYP_Project\temp_batch\File_5232.java,IEEE754rUtils,class,1,1,0,1,29,1,0,5,78,0.0,0.0,0.0,13,12,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,88,20,4,4,0,0,8,12,12,0,8,1,0,0,0,62,1,0
E:\FYP_Project\temp_batch\File_2190.java,AbstractStopwatchTest$Anonymous1,anonymous,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
E:\FYP_Project\temp_batch\File_2188.java,org.apache.commons.lang3.LongRangeTest,class,6,7,1,6,33,2,0,31,0,0.6953125,0.0,0.0,32,2,1,2,0,29,30,0,0,0,4,0,0,4,0,0,0,0,36,254,2,0,1,1,0,17,209,12,2,13,1,0,0,6,76,0,0
E:\FYP_Project\temp_batch\File_2471.java,junit.tests.framework.OverrideTestCase,class,1,1,0,1,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
E:\FYP_Project\temp_batch\File_61.java,HandlerFactory,class,37,37,0,37,12,1,0,14,3,0.5,0.0,0.0,7,0,5,2,0,0,5,0,0,0,2,0,0,2,0,0,2,0,0,92,4,2,3,0,0,0,1,17,0,12,1,0,0,0,79,1,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$Increment,innerclass,4,4,0,4,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,10,0
E:\FYP_Project\temp_batch\File_719.java,org.junit.tests.listening.RunnerTest$Anonymous1,anonymous,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,-1,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$AssumptionInParametersMethod,innerclass,4,4,0,4,4,1,0,2,6,0.75,0.0,0.0,4,1,4,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,1,13,1,0,0,0,0,1,0,0,0,1,0,0,0,0,12,9,0
E:\FYP_Project\temp_batch\File_2775.java,org.junit.internal.runners.model.EachTestNotifier,class,6,9,2,7,11,1,0,10,0,0.11111111,0.0,0.0,9,0,8,1,0,0,8,0,0,0,2,0,0,2,0,0,2,0,0,39,0,1,0,0,0,0,0,2,0,2,1,0,0,0,44,1,0
E:\FYP_Project\temp_batch\File_806.java,com.puppycrawl.tools.checkstyle.checks.indentation.HandlerFactory,class,34,35,1,34,12,1,0,16,3,0.5,0.0,0.0,7,0,5,2,0,0,5,0,0,0,2,0,0,2,0,0,2,0,0,92,4,2,3,0,0,0,1,17,0,12,1,0,0,0,79,1,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$ExampleTestWithCustomClassRule,innerclass,4,4,0,4,2,1,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,2,9,0,0,0,0,0,0,2,1,0,1,0,0,0,0,12,9,0
E:\FYP_Project\temp_batch\File_907.java,org.junit.tests.validation.ValidationTest$NonStaticBeforeClass,innerclass,2,2,0,2,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0
E:\FYP_Project\temp_batch\File_2163.java,org.junit.runners.model.InvalidTestClassError,class,2,5,3,2,4,2,0,6,1,0.6666667,0.0,0.0,3,1,2,1,0,0,2,0,0,0,2,1,0,2,0,0,2,0,2,20,2,1,0,0,1,3,2,4,1,4,1,0,0,0,42,1,0
E:\FYP_Project\temp_batch\File_2181.java,org.junit.tests.junit3compatibility.ForwardCompatibilityTest$BeforeClassTest,innerclass,5,5,0,5,6,1,0,0,15,0.0,0.0,0.0,6,2,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,6,0,6,0,0,0,0,0,0,8,9,0
E:\FYP_Project\temp_batch\File_885.java,junit.framework.TestSuite$Anonymous1,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
E:\FYP_Project\temp_batch\File_5580.java,org.junit.runners.Parameterized$RunnersFactory,innerclass,11,11,0,11,27,1,0,30,0,0.6666667,-1.0,-1.0,11,4,0,11,0,0,0,0,0,0,6,1,0,6,0,0,6,0,14,111,15,4,2,2,2,6,3,26,2,24,2,0,0,0,85,10,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$InterplayWithOtherRules$ErrorCollectorTest,innerclass,5,5,0,5,1,1,0,1,0,0.5,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,7,0,0,0,0,0,1,0,2,0,2,0,0,0,0,13,9,0
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest$Anonymous1,anonymous,0,0,0,0,1,1,0,1,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,5,1,1,1,1,0,0,0,0,15,-1,0
E:\FYP_Project\temp_batch\File_943.java,com.puppycrawl.tools.checkstyle.api.Scope,enum,1,3,2,1,5,1,0,7,6,0.0,0.0,0.0,4,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,19,4,0,0,0,0,0,1,0,0,0,0,0,0,0,50,1,0
E:\FYP_Project\temp_batch\File_966.java,org.apache.commons.lang3.mutable.MutableBoolean,class,2,4,2,2,18,1,0,6,0,0.5625,0.0,0.0,16,0,16,0,0,0,16,0,0,0,2,1,0,2,0,0,1,0,3,54,10,0,1,0,1,0,1,7,0,2,1,0,0,0,101,1,0
E:\FYP_Project\temp_batch\File_5580.java,org.junit.runners.Parameterized$AssumptionViolationRunner,innerclass,6,6,0,6,3,2,0,3,0,0.16666667,0.0,0.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,2,0,0,14,1,0,0,0,0,1,0,2,1,2,0,0,0,0,17,10,0
E:\FYP_Project\temp_batch\File_96.java,Parent,class,5,5,0,5,3,1,0,0,3,1.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,4,0,1,1,1,1,1,0,0,12,0,0,0,0,0,2,1,2,0,4,0,0,0,0,13,0,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$Callbacks$InternalViolatedAssumptionTest,innerclass,4,4,0,4,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,2,0,1,0,1,0,0,0,0,9,9,0
E:\FYP_Project\temp_batch\File_3874.java,org.apache.commons.lang3.mutable.MutableIntTest,class,6,7,1,6,26,2,0,29,325,0.0,0.0,0.0,26,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,18,173,0,0,0,0,0,5,108,30,0,30,0,0,0,3,49,0,0
E:\FYP_Project\temp_batch\File_690.java,ResultTest,class,15,15,0,15,14,1,0,25,49,0.72727275,0.0,0.0,11,0,8,3,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,120,0,1,1,1,0,11,1,30,4,30,2,0,3,0,66,1,0
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsOrderableWithSuiteMethod,innerclass,8,8,0,8,3,3,0,3,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,2,37,0,0,0,0,0,4,0,4,0,3,0,0,3,0,24,9,0
E:\FYP_Project\temp_batch\File_3868.java,org.apache.commons.lang3.exception.ContextedRuntimeExceptionTest,class,6,6,0,6,8,2,0,13,28,0.0,0.0,0.0,8,0,1,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,11,1,19,1,10,0,1,0,0,40,0,0
E:\FYP_Project\temp_batch\File_5718.java,com.puppycrawl.tools.checkstyle.checks.indentation.SynchronizedHandler,class,6,8,2,6,7,2,0,13,8,0.6,0.0,0.0,5,2,2,3,0,0,2,0,0,0,1,0,0,1,0,0,1,0,2,25,2,0,1,0,0,1,0,3,0,3,1,0,0,0,62,1,0
E:\FYP_Project\temp_batch\File_997.java,Pair,class,14,16,2,14,18,1,0,13,120,0.96875,0.0,0.0,16,4,16,0,0,0,16,2,1,0,2,2,1,1,0,0,2,0,0,54,14,0,1,0,0,2,1,3,1,3,1,0,0,0,171,1025,0
E:\FYP_Project\temp_batch\File_901.java,org.junit.rules.Stopwatch$Clock,innerclass,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0
E:\FYP_Project\temp_batch\File_5234.java,MutableByte,class,8,9,1,8,32,1,0,4,0,0.53225803,0.0,0.0,31,0,31,0,0,0,31,0,0,0,2,1,0,2,0,0,1,0,0,111,20,0,1,0,1,0,1,18,0,6,1,0,0,0,134,1,0
E:\FYP_Project\temp_batch\File_5233.java,MutableBoolean,class,8,9,1,8,18,1,0,4,0,0.5625,0.0,0.0,16,0,16,0,0,0,16,0,0,0,2,1,0,2,0,0,1,0,0,54,10,0,1,0,1,0,1,7,0,2,1,0,0,0,101,1,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$MethodExampleTestWithCustomClassRule,innerclass,4,4,0,4,3,1,0,1,0,0.0,0.0,0.0,3,1,3,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,2,12,1,0,0,0,0,0,2,1,0,1,0,0,0,0,14,9,0
E:\FYP_Project\temp_batch\File_2229.java,com.puppycrawl.tools.checkstyle.api.FileText,class,4,5,1,4,24,1,0,27,10,0.7261905,0.0,0.0,12,1,10,2,0,0,10,0,0,0,7,2,0,7,0,0,5,0,5,117,9,4,4,3,0,3,12,38,6,25,3,0,0,0,193,17,0
E:\FYP_Project\temp_batch\File_3859.java,org.apache.commons.lang3.ThreadUtilsTest$TestThread,innerclass,0,0,0,0,6,2,0,6,4,0.5,0.0,0.0,4,0,2,0,0,2,4,0,0,1,1,0,0,1,0,0,1,0,2,29,0,0,0,2,0,0,1,1,0,1,2,0,0,0,13,26,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$UseParameterizedFactoryAbstractTest,innerclass,5,5,0,5,1,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1033,0
E:\FYP_Project\temp_batch\File_841.java,Scope,enum,3,4,1,3,5,1,0,7,6,0.0,0.0,0.0,4,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,1,0,0,0,0,0,0,0,50,1,0
E:\FYP_Project\temp_batch\File_2151.java,org.junit.internal.runners.statements.FailOnTimeoutTest$RunForASecond,innerclass,1,1,0,1,3,2,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,3,9,0,1,0,0,0,0,2,2,1,2,1,0,0,0,18,26,0
E:\FYP_Project\temp_batch\File_5237.java,SystemPropertiesStrLookup,innerclass,3,4,1,3,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,0
E:\FYP_Project\temp_batch\File_2174.java,org.junit.tests.experimental.AssumptionTest$AssumptionFailureInConstructor,innerclass,2,2,0,2,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0
E:\FYP_Project\temp_batch\File_2180.java,org.junit.tests.experimental.theories.internal.SpecificDataPointsSupplierTest,class,9,11,2,9,16,1,0,14,105,0.0,0.0,0.0,15,0,13,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,85,2,1,0,0,0,20,7,19,0,19,1,0,1,0,51,1,0
E:\FYP_Project\temp_batch\File_907.java,org.junit.tests.validation.ValidationTest,class,5,5,0,5,2,1,0,12,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,1,1,1,0,1,0,0,2,0,19,1,0
E:\FYP_Project\temp_batch\File_2181.java,org.junit.tests.junit3compatibility.ForwardCompatibilityTest$ErrorTest,innerclass,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
E:\FYP_Project\temp_batch\File_1772.java,ThreadUtilsTest,class,15,15,0,15,42,1,0,45,595,0.0,0.0,0.0,35,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,324,0,3,0,8,0,67,35,51,1,51,3,0,1,19,100,0,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$CallbackArguments$Finished$Anonymous6,anonymous,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-1,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$AdditionTestWithArray,innerclass,6,6,0,6,2,1,0,1,0,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,1,11,1,0,0,0,0,1,15,0,1,3,0,0,0,0,14,9,0
E:\FYP_Project\temp_batch\File_973.java,Computer,class,5,6,1,5,3,1,0,1,3,0.0,0.0,0.0,3,1,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,2,0,0,45,1,0
E:\FYP_Project\temp_batch\File_2190.java,AbstractStopwatchTest,innerclass,5,11,6,5,1,1,10,2,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,4,0,1,2,1,0,4,0,0,35,0,0,0,0,0,0,0,4,0,4,0,3,0,0,22,1033,0
E:\FYP_Project\temp_batch\File_5581.java,RunnersFactory,innerclass,18,19,1,18,27,1,0,29,0,0.6666667,-1.0,-1.0,11,4,0,11,0,0,0,0,0,0,6,1,0,6,0,0,6,0,0,111,15,4,2,2,2,6,3,26,2,24,2,0,0,0,85,10,0
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsOrderableWithSuiteMethod$OrderedReverseAlphanumerically,innerclass,6,6,0,6,1,2,0,0,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0
E:\FYP_Project\temp_batch\File_2181.java,org.junit.tests.junit3compatibility.ForwardCompatibilityTest,class,15,15,0,15,12,3,0,21,60,0.8541666,0.0,0.0,12,0,12,0,0,0,12,0,0,0,4,4,0,1,0,3,0,0,3,174,0,0,0,0,0,8,5,31,0,30,0,1,10,0,57,1,0
E:\FYP_Project\temp_batch\File_4075.java,org.junit.rules.StopwatchTest$AbstractStopwatchTest,innerclass,5,5,0,5,1,1,0,2,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,4,0,1,2,1,0,4,0,0,35,0,0,0,0,0,0,0,4,0,4,0,3,0,0,22,1033,0
E:\FYP_Project\temp_batch\File_3880.java,OPTION,enum,1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0
E:\FYP_Project\temp_batch\File_5231.java,StandardToStringStyle,class,3,3,0,3,41,1,0,40,820,1.0,0.0,0.0,41,0,41,0,0,0,41,0,0,0,1,1,0,1,0,0,1,0,0,125,20,0,0,0,0,0,1,1,0,1,0,0,0,0,117,1,0
E:\FYP_Project\temp_batch\File_2176.java,org.junit.tests.experimental.max.MaxStarterTest$MalformedJUnit38TestMethod,innerclass,1,1,0,1,1,2,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,9,0
E:\FYP_Project\temp_batch\File_3865.java,org.apache.commons.lang3.concurrent.EventCountCircuitBreaker,class,7,11,4,7,23,4,0,23,105,0.80701756,0.0,0.0,19,2,12,6,0,1,13,0,0,0,6,1,0,6,0,0,6,0,4,136,13,1,1,0,0,0,7,14,0,12,1,0,4,0,375,1,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$MultipleRuleTest,innerclass,4,4,0,4,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,2,0,0,0,0,8,9,0
E:\FYP_Project\temp_batch\File_4875.java,org.apache.commons.lang3.SystemPropertiesTest,class,8,9,1,8,63,1,0,68,1744,0.93888885,0.0,0.0,60,0,0,2,0,58,58,0,0,0,3,3,0,1,0,2,3,0,28,691,1,0,0,6,0,46,30,21,6,21,1,0,0,33,97,0,0
E:\FYP_Project\temp_batch\File_2147.java,org.junit.internal.runners.FailedBefore,class,0,0,0,0,0,3,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,30,0,0
E:\FYP_Project\temp_batch\File_3884.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,class,5,5,0,5,58,2,0,14,0,0.674569,0.0,0.0,58,0,1,0,0,57,58,0,0,0,8,6,0,8,0,0,6,0,8,309,0,0,0,0,26,0,71,72,154,64,0,0,0,20,53,0,0
E:\FYP_Project\temp_batch\File_2151.java,org.junit.internal.runners.statements.FailOnTimeoutTest$FastStatement,innerclass,1,1,0,1,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsOrderableWithSuiteMethod$OrderedAlphanumerically,innerclass,6,6,0,6,1,2,0,0,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0
E:\FYP_Project\temp_batch\File_4531.java,org.junit.runners.model.Annotatable,interface,1,1,0,1,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0
E:\FYP_Project\temp_batch\File_967.java,ValidationTest,class,4,4,0,4,2,1,0,12,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,1,1,0,1,0,0,2,0,19,1,0
E:\FYP_Project\temp_batch\File_2173.java,junit.tests.runner.TextRunnerTest$Anonymous1,anonymous,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
E:\FYP_Project\temp_batch\File_2161.java,org.junit.runners.ParentRunner$Anonymous5,anonymous,2,2,0,2,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
E:\FYP_Project\temp_batch\File_2161.java,org.junit.runners.ParentRunner$Anonymous4,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
E:\FYP_Project\temp_batch\File_2180.java,org.junit.tests.experimental.theories.internal.SpecificDataPointsSupplierTest$TestClassWithNamedDataPoints,innerclass,2,2,0,2,4,1,0,0,6,0.875,0.0,0.0,4,4,4,0,0,0,4,0,0,0,4,4,4,0,0,0,0,0,0,18,4,0,0,0,0,16,0,4,0,4,0,0,0,0,15,9,0
E:\FYP_Project\temp_batch\File_2161.java,org.junit.runners.ParentRunner$Anonymous3,anonymous,0,0,0,0,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,-1,0
E:\FYP_Project\temp_batch\File_2161.java,org.junit.runners.ParentRunner$Anonymous2,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
E:\FYP_Project\temp_batch\File_4962.java,MultipleFailureException,class,11,12,1,11,16,1,0,13,0,0.5714286,0.0,0.0,7,1,7,0,0,0,7,0,0,0,2,1,0,2,0,0,2,0,0,50,3,5,1,0,0,4,3,4,0,3,2,0,0,0,71,1,0
E:\FYP_Project\temp_batch\File_2161.java,org.junit.runners.ParentRunner$Anonymous1,anonymous,0,0,0,0,2,1,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsOrderableViaOrderWith$UnorderedSuite$B,innerclass,1,1,0,1,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,9,0
E:\FYP_Project\temp_batch\File_2142.java,org.junit.experimental.categories.CategoryFilterFactory,class,5,6,1,5,5,1,0,7,3,0.0,0.0,0.0,3,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,19,2,1,0,1,0,1,0,2,0,2,1,0,0,0,28,1024,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$CustomCounter,innerclass,4,4,0,4,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,12,1,0,0,0,0,0,1,1,0,1,0,1,0,0,9,9,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$Callbacks$ErroneousTestWatcher,innerclass,4,4,0,4,6,2,0,0,15,0.0,0.0,0.0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,10,0
E:\FYP_Project\temp_batch\File_5216.java,org.apache.commons.lang3.builder.ReflectionToStringBuilder,class,6,9,3,6,59,2,0,52,523,0.8857143,0.0,0.0,35,12,29,1,3,2,34,0,0,0,6,0,0,4,2,0,0,0,17,189,32,2,11,1,0,2,3,14,0,11,4,0,0,0,268,1,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$CallbackArguments$DeprecatedSkipped,innerclass,6,6,0,6,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,3,2,1,2,0,0,1,0,0,14,0,0,0,0,0,2,0,1,0,3,0,1,0,0,12,9,0
E:\FYP_Project\temp_batch\File_2161.java,org.junit.runners.ParentRunner$ClassRuleCollector,innerclass,6,6,0,6,4,1,0,6,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,15,1,1,1,0,0,0,0,3,0,3,1,0,0,0,14,10,0
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$UnOrderableRunnersAreHandledWithoutCrashing$UnOrderable,innerclass,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsSortableViaOrderWith,innerclass,8,8,0,8,3,3,0,3,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,2,31,0,0,0,0,0,4,0,4,0,3,0,0,3,0,24,9,0
